"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Amount spent (USD)",Reach,Impressions,Starts,Ends,"Attribution setting",Frequency,"Result type",Results,"CPC (cost per link click)","CTR (all)","CPM (cost per 1,000 impressions)","Result rate",Views,"Clicks (all)","CPC (all)","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per post engagement",ThruPlays,"Video plays","3-second video plays","Unique 2-second continuous video plays","Link clicks","Cost per ThruPlay","Cost per 3-second video play","Cost per 2-second continuous video play","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Instagram profile visits","Cost per app activation","App installs","Cost per app install","App activations conversion value","App activations","Purchase ROAS (return on ad spend)","Ratings submitted","Mobile app installs","In-app sessions conversion value","In-app sessions","In-app purchases","In-app registrations completed","In-app trials started","In-app subscriptions conversion value","Purchases rate per landing page views","Purchases rate per link clicks","Landing page views rate per link clicks","Results rate per link clicks","Unique outbound clicks","Outbound clicks","Unique outbound CTR (click-through rate)","Unique clicks (all)","Cost per unique click (all)","Cost per unique outbound click","Cost per outbound click","Cost per unique link click","Reporting starts","Reporting ends"
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-13,male,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.13,15,15,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,8.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-13,male,45-54,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.14,8,8,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,17.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-13,male,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.06,8,8,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,7.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C4D_STC_APP_BOOK0_T1 - Copy",120243710773880003,2026-05-13,unknown,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.01,1,1,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,male,18-24,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",1.7,150,184,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.22666667,"Mobile app installs",1,0.85,2.17391304,9.23913043,0.54347826,,4,0.425,,,,,,,0.56666667,,,,,2,,,,1.08695652,,,,,1,1.7,,,,,1,,,,,,,,,,50,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,unknown,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.01,1,3,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",3,"Mobile app installs",,,0,3.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,unknown,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.08,7,9,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.28571429,"Mobile app installs",,,0,8.88888889,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,female,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.54,80,103,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.2875,"Mobile app installs",1,0.54,0.97087379,5.24271845,0.97087379,,1,0.54,,,,,,,0.18,,,,,1,,,,0.97087379,,,,,1,0.54,,,,,1,,,,,,,,,,100,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,female,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.77,44,67,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.52272727,"Mobile app installs",,,0,11.49253731,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,male,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",3.41,263,315,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.19771863,"Mobile app installs",1,3.41,0.31746032,10.82539683,0.31746032,,1,3.41,,,,,,,1.705,,,,,1,,,,0.31746032,,,,,1,3.41,,,,,1,,,,,,,,,,100,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C1_APB_TOP_1865_ADR_BOOK0_V2,120243254910070003,C1D_STC_APP_BOOK0_T2,120243254910190003,2026-05-13,male,45-54,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",2.84,230,307,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.33478261,"Mobile app installs",,2.84,0.3257329,9.25081433,,,1,2.84,,,,,,,2.84,,,,,1,,,,0.3257329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-13,unknown,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0,2,2,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-13,male,35-44,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",1.63,134,177,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.32089552,"Mobile app installs",,,0,9.20903955,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-13,female,25-34,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",3.29,235,290,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.23404255,"Mobile app installs",1,1.645,0.68965517,11.34482759,0.34482759,,2,1.645,,,,,,,1.645,,,,,2,,,,0.68965517,,,,,1,3.29,,,,,1,,,,1,,,,,,50,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",7.47,401,533,2026-05-08,Ongoing,"1-day click",1.32917706,"Mobile app installs",1,0.67909091,1.87617261,14.01500938,0.18761726,,10,0.747,,,,,,,0.53357143,,,,,11,,,,2.06378987,,,,,1,7.47,,,,,1,,,,,,,,,,9.09090909,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,18-24,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",4.39,240,280,2026-05-08,Ongoing,"1-day click",1.16666667,"Mobile app installs",,4.39,0.71428571,15.67857143,,,2,2.195,,,,,,,4.39,,,,,1,,,,0.35714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,18-24,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",1.78,119,134,2026-05-08,Ongoing,"1-day click",1.12605042,"Mobile app installs",,1.78,0.74626866,13.28358209,,,1,1.78,,,,,,,1.78,,,,,1,,,,0.74626866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",7.76,337,444,2026-05-08,Ongoing,"1-day click",1.31750742,"Mobile app installs",,1.29333333,1.35135135,17.47747748,,,6,1.29333333,,,,,,,1.10857143,,,,,6,,,,1.35135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",12.67,303,381,2026-05-08,Ongoing,"1-day click",1.25742574,"Mobile app installs",,0.97461538,3.41207349,33.25459318,,,13,0.97461538,,,,,,,0.97461538,,,,,13,,,,3.41207349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",4.48,263,318,2026-05-08,Ongoing,"1-day click",1.20912548,"Mobile app installs",1,1.12,1.25786164,14.08805031,0.31446541,,4,1.12,,,,,,,1.12,,,,,4,,,,1.25786164,,,,,1,4.48,,,,,1,,,,,,,,,,25,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",5.38,306,348,2026-05-08,Ongoing,"1-day click",1.1372549,"Mobile app installs",,1.076,1.72413793,15.45977011,,,6,0.89666667,,,,,,,1.076,,,,,5,,,,1.43678161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,45-54,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",4.93,271,316,2026-05-08,Ongoing,"1-day click",1.16605166,"Mobile app installs",,0.82166667,1.58227848,15.60126582,,,5,0.986,,,,,,,0.82166667,,,,,6,,,,1.89873418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",12.8,271,328,2026-05-08,Ongoing,"1-day click",1.2103321,"Mobile app installs",,1.16363636,2.74390244,39.02439024,,,9,1.42222222,,,,,,,1.06666667,,,,,11,,,,3.35365854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,male,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",6.73,232,287,2026-05-08,Ongoing,"1-day click",1.23706897,"Mobile app installs",,0.74777778,3.1358885,23.44947735,,,9,0.74777778,,,,,,,0.56083333,,,,,9,,,,3.1358885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",21.25,379,422,2026-05-08,Ongoing,"1-day click",1.11345646,"Mobile app installs",,1.328125,4.26540284,50.35545024,,,18,1.18055556,,,,,,,1.328125,,,,,16,,,,3.79146919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,unknown,35-44,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.15,6,7,2026-05-08,Ongoing,"1-day click",1.16666667,"Mobile app installs",,0.15,14.28571429,21.42857143,,,1,0.15,,,,,,,0.15,,,,,1,,,,14.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,unknown,25-34,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.16,9,10,2026-05-08,Ongoing,"1-day click",1.11111111,"Mobile app installs",,,0,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,unknown,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.16,4,6,2026-05-08,Ongoing,"1-day click",1.5,"Mobile app installs",,,0,26.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4B_STC_APP_BOOK0_T2,120243254910230003,2026-05-13,male,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.02,2,2,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,female,45-54,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",7.4,251,324,2026-05-08,Ongoing,"1-day click",1.29083665,"Mobile app installs",,1.48,1.85185185,22.83950617,,,6,1.23333333,,,,,,,1.48,,,,,5,,,,1.54320988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C2B_STC_APP_BOOK0_T1 - Copy",120243710773800003,2026-05-13,unknown,55-64,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.11,3,4,2026-05-08,Ongoing,"1-day click",1.33333333,"Mobile app installs",,,0,27.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4B_STC_APP_BOOK0_T2,120243254910230003,2026-05-13,male,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.01,4,4,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,2.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4D_STC_APP_BOOK0_T2,120243254910140003,2026-05-13,male,18-24,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.15,17,18,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.05882353,"Mobile app installs",,,0,8.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4C_STC_APP_BOOK0_T2,120243254910120003,2026-05-13,male,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.33,28,30,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.07142857,"Mobile app installs",,,0,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_IOS_MST _V2 [iOS]",120243710427300003,WIN_APB_TOF_1865_IPS_BOOK0_V1,120243710469920003,"C1C_STC_APP_BOOK0_T1 - Copy",120243710773790003,2026-05-13,male,65+,"You bought the books. Started them. Meant to go back.

The format was always the problem — not you.

Turn books into 7-9 minute lessons so they can get finished, retained, and actually used.

📚 Browse 1,000+ titles and bring your own content! 

Try premium for free today. No card needed.",0.03,2,2,2026-05-08,Ongoing,"1-day click",1,"Mobile app installs",,,0,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4D_STC_APP_BOOK0_T2,120243254910140003,2026-05-13,female,65+,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.42,9,9,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1,"Mobile app installs",,,0,46.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
"BOOK0_APP_MAY26_ADR_MST_V1 [Android]",120243254910040003,C4_APB_TOP_1865_ADR_BOOK0_V2,120243254910200003,C4D_STC_APP_BOOK0_T2,120243254910140003,2026-05-13,male,55-64,"Atomic Habits. Deep Work. The Psychology of Money.

$18 each. Can't get finished.

Bookster gets you 1,000+ best seller titles for less than $8.66 a month —
broken into 9-minute lessons built for completion, and retention
not the nightstand.

💡 Read more. Spend less. Actually finish.

Try premium for free — no commitment required.",0.36,13,16,2026-05-02,Ongoing,"1-day click, 1-day view, or 1-day engaged-view",1.23076923,"Mobile app installs",,,0,22.5,,,0,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-13,2026-05-13
